"City","Latitude","Longitude","Country"
"https://kracr.iiitd.edu.in/Location#ganda","-13.0858","14.7417","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#barradodande","-8.4728","13.3731","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#soio","-6.1333","12.3667","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#tchitato","-7.345","20.8198","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#chibia","-15.1833","13.7","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#ucuseles","-11.4047","14.3006","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#cuango","-9.1444","18.0464","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#dundo","-7.3801","20.8351","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#catumbela","-12.4167","13.5333","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#cazanga","-9.3","14.95","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#caluquembe","-13.9208","14.5347","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#catape","-13.7667","15.0833","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#ebo","-11","14.6667","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#bocoio","-12.4667","14.1333","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#quibala","-10.7333","14.9833","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#ndalatando","-9.3","14.9167","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#quipungo","-14.8167","14.5167","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#lucapa","-8.4228","20.7393","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#mbanzakongo","-6.2667","14.25","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#maqueladozombo","-6.05","15.1167","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#namacunde","-17.3","15.85","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#negage","-7.7667","15.2667","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#portoamboim","-10.7183","13.75","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#quimbele","-6.5167","16.2167","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#londuimbali","-12.2186","15.285","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#chicomba","-14.1333","14.9167","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#chinguar","-12.55","16.3333","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#catabola","-12.1167","17.3","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#ondjiva","-17.0667","15.7333","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#catchiungo","-12.7864","16.3233","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#cassongue","-11.8333","15","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#quilengues","-14.0814","14.0764","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#mungo","-11.6667","16.1667","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#balombo","-12.35","14.7667","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#ndjamba","-14.7","16.0667","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#caxito","-8.58","13.6642","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#quilenda","-10.6333","14.3333","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#caimbambo","-12.9","14.0833","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#cambambe","-9.7586","14.5122","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#uacucungo","-11.3583","15.1194","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#luau","-10.7044","22.2283","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#conda","-11.1667","14.5","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#humpata","-15.0725","13.3678","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#chongoroi","-13.5667","13.95","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#longonjo","-12.9067","15.1864","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#calandala","-9.0667","17.9","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#capendacamulemba","-9.5647","18.7633","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#kuvango","-14.4667","16.3","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#chitembo","-13.5167","16.7667","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#cunhinga","-12.2333","16.7833","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#dondo","-9.6942","14.4228","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#xangongo","-16.7467","14.9747","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#cahama","-16.2833","14.3167","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#sanzapombo","-7.3333","16","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#chipindo","-13.8244","15.8","https://kracr.iiitd.edu.in/Location#angola"
"https://kracr.iiitd.edu.in/Location#camabatela","-8.1833","15.3667","https://kracr.iiitd.edu.in/Location#angola"
